scene_script,summary
"INT. MIERZWIAK'S OFFICE - MOMENTS LATER

Stan enters.  Mierzwiak is pale and pacing.

		MIERZWIAK
	She should not have done this, Stan.  As
	mad as she was... as justifiably --

		STAN
	I don't know what you're talking about,
	Howard.

		MIERZWIAK
	Mary has stolen our files and is sending
	them back to people.

		STAN
	Jesus.

Mierzwiak turns up the volume on a small video monitor
looking in on the lab, where Patrick has clearly taken over
Stan's position.  He is in the process of interviewing a sad
young woman.

		YOUNG WOMAN
	... so I called everybody I know and
	asked them to tell me everything.  Now I
	know my entire history with him, but it's
	in the form of a story, I'm losing my
	mind.

		MIERZWIAK
	This is why people must never be told.
	It's like waking a --

		YOUNG WOMAN
	I don't know what to do.  Before I
	thought I was depressed for no reason.
	Now it's like I've been assigned a
	reason.

		PATRICK
	This never should've happened, ma'am.
	We'll take care of it.

		MIERZWIAK
	I know you don't like me much, Stan, but
	please talk to Mary.  She of all people
	should know this is a dangerous thing
	she's doing.","Stan enters Mierzwiak's office to find him in a disturbed state. Mierzwiak tells him that Mary has stolen their files and is sending them back to people. Mierzwiak turns on the video monitor, where Patrick is shown interviewing a young woman, who has become sad after discovering her entire history with someone in the form of a story. Mierzwiak says this is precisely why people should never know. Patrick assures the young woman that they will take care of it. Mierzwiak requests Stan to convince Mary to stop, as it is a dangerous thing she's doing."
"INT. OFFICE - DAY

Joel works over his light box.  His phone rings.

		JOEL
	Hi, it's Joel.

		CLEMENTINE'S VOICE
	Hey, lover.  Whatcha doing?

		JOEL
	I'm just, y'know, passing the time best I
	can till I can see you.

		CLEMENTINE'S VOICE
	God, I can't believe I ever hated you.

		JOEL
	You must have been crazy.

		CLEMENTINE'S VOICE
	Guess what I'm wearing.

		JOEL
	I don't know.  Panties and --

		CLEMENTINE'S VOICE
	Your dried cum.

		JOEL
	Jesus.

		CLEMENTINE
	You're still excited by my irreverence.
	You haven't yet started to think of it as
	my ""gratuitous need to shock.""

		JOEL
	I can't stop thinking about you.

		CLEMENTINE
	Yay.  Meet me after work by the old mill.

		JOEL
	What old mill?  Is that somewhere we --

		CLEMENTINE
	I just wanted to say that.  Come by my
	house.","﻿In this scene, Joel is working at his desk when his phone rings. He answers and talks to Clementine, who is also on the phone. They exchange pleasantries and talk about what they are doing. Clementine expresses her excitement that Joel still finds her irreverent behavior attractive, while Joel confesses that he can't stop thinking about her. They make plans to meet up after work at an old mill or at Clementine's house."
"INT. MARY'S APARTMENT - DAY

Mary opens the door.  Stan stands there with two cups of take
out coffee.

		MARY
	Oh.

		STAN
	Hi.

		MARY
	What do you want, Stan?

		STAN
	Can I... I brought some --

She steps aside for Stan to enter.  He does, looks around,
sees the tapes and the stuffed envelopes on the floor.

		STAN (CONT'D)
	What's this?

		MARY
	Nothing.

		STAN
	I know what it is.

		MARY
	Then why did you ask me?

		STAN
	I don't know.  I just -- there are a lot
	of really confused people showing up at
	the office.

		MARY
	They have a right to know.  Howard is a
	thief.  He steals the truth.
		(suddenly weeping)
	I can't remember my baby!  I can't
	remember my baby.  It existed and I can't
	even remember.  Do you understand that?

Stan doesn't know what to say.  He stands there dumbly.  Mary
slumps into a ball on a chair.

		STAN
	Mary, people come to him voluntarily.

		MARY
	I won't allow it.  Those who cannot
	remember the past are condemned to repeat
	it.  What do you think of that?  That's
	from my quote book.

		STAN
	The office is filled with people who want
	their memories re-erased.

		MARY
		(hysterically)
	Remember the Alamo!  Remember the Alamo!

		STAN
	Mary... please.  This is hurting people.

Long pause, then:

		MARY
		(small)
	I don't want to hurt people.
		(breaking down)
	But these things happened!  All these
	little sadnesses, the big ones.  What if
	no one remembers?  What does that do to
	the world?
		(beat, quietly)
	Someone has to remember, Stan.

They look at each other.","Mary is in her apartment as Stan shows up with two cups of takeout coffee. Mary is defensive and asks Stan why he is there. Stan notices the tapes and envelopes on the floor and asks what they are. Mary tells him that it's nothing, but Stan already knows what it is. Mary says that Howard is a thief and she can't remember her baby and starts crying. Stan tries to comfort her by saying people come to Howard voluntarily and that others want to erase their memories. Mary talks about how memories shape the world and someone has to remember."
"EXT. PARK - AFTERNOON

Vague elliptical images of a young girl on a swig.

		SAD WOMAN'S VOICE
	I was by myself in the park because my
	friend Davia was sick that day.  I was on
	a swing.  There was this smiling man
	walking a little bushy dog --

Vague shots of a man smiling, a scruffy dog on a leash.

		SAD WOMAN'S VOICE (CONT'D)
	The man said something like, ""He's
	friendly --""

Vague shot of the man, his voice overlapping with the
woman's.

		SAD WOMAN'S VOICE (CONT'D)
	""-- he won't bite.""

		MAN
	He won't bite.  You can pet him if you
	want...

Shot of the girl petting the dog.

		MAN
	Do you want to give him a biscuit?

The girl nods.

		MAN (CONT'D)
	They're in my car.  Why don't you --

		DISTRAUGHT WOMAN'S VOICE
	Excuse me?  Hello?","In this scene, a woman's voice tells the story of a memory where she was alone in the park on a swing because her friend was sick. She remembers a man walking a small dog who approached her and let her pet the friendly animal. The man offered the dog a biscuit, but they were in his car. The woman's memory is interrupted by a distraught woman's voice."
"INT. LACUNA RECEPTION AREA - DAY

Mary, with a headset on, looks up, startled.  She switches
off the tape.  She has been crying.  There's a pile of tapes
next to her.  The distraught woman is standing there.

		MARY
	May I help you?

		DISTRAUGHT WOMAN
	I'm here for Dr. Mierzwiak.  My name is
	Helene Kernfeld.

		MARY
	Yes, please have a seat.  The doctor will
	be with you momentarily.

The woman sits.  Mary presses an intercom button.

		MARY (CONT'D)
	Howard, your 10:30.

She switches the tape back on.

		SAD WOMAN'S VOICE
	He took me to his car and ...

Vague shot of the girl being raped.","﻿In the scene, a woman named Helene Kernfeld arrives at Dr. Mierzwiak's office seeking help for an incident that occurred with a man she knows. Mary, who works in the reception area, listens to her and offers her a seat while they wait for the doctor. As they sit, Mary presses an intercom button to call Howard, the next patient scheduled at 10:30. While on hold, Mary switches off the tape recorder and starts crying. She then turns it back on and listens to a sad voice describing a rape that occurred with the man Helene Kernfeld knows."
"INT. COMMUTER TUBE - DAY

The old woman is staring off blankly, her giant manuscript in
her lap, as she travels over the New York skyline.  We move
into her eyes.","The scene takes place inside a subway train during daytime, in which an elderly woman is seated holding a large manuscript on her lap. She stares vacantly, gazing at the view of the New York cityscape through the train window. The camera then zooms into the woman's eyes."
"INT. VAGUE SPACE

Vague reenactments of memories intermingle in this undefined
space:

The young girl being raped by the man in the car.

A soldier on a battlefield looking at his slaughtered
friends.

A couple fighting, from the woman's point of view.

		MAN
	I...I... I... find you physically
	repulsive!  I can't even look at you!

They look at each other in silence.

A little boy being called ""faggot"" by an endless succession
of boys.

The aftermath of a car accident from the driver's POV.

Mary having an abortion.","﻿In this undefined space, we see various scenes of trauma and pain. A young girl is being raped by a man in a car. A soldier looks at his dead friends on the battlefield. A couple fights from the woman's perspective. The man says he finds her physically repulsive and can't look at her. They stare at each other in silence. We also see a little boy being called ""faggot"" by an endless succession of boys. Finally, we see the aftermath of a car accident from the driver's point of view. Lastly, Mary is having an abortion."
"INT. COMMUTER TUBE - DAY

The old woman and her chair lift out of the line of
commuters.",The scene takes place inside a commuter tube during the day. An old woman and her chair lift away from the line of commuters.
"INT. WAITING ROOM - DAY

It's modern and well-appointed.  The old woman enters, sits
behind the reception desk, drops her manuscript into the
drawer.   She takes some pills with water.  An old man
enters.

		OLD MAN
	How are you today, Mary?

		OLD WOMAN (MARY)
	Let's see... Still dying, Howard.

		OLD MAN (HOWARD)
	You don't have to jump down my throat.  I
	was trying to be nice.

		OLD WOMAN (MARY)
	Well, don't try.  It's unbecoming on you.

Old Howard mutters something and disappears into the back.
Old Mary pulls out a file from behind, removes a small disc,
places it in a machine on her desk, slips on earphones and
listens, somewhat wearily but attentively.  We watch the
color drain from her face, but don't hear the recording.
Another old woman enters the office.  Old Mary looks up,
seems a bit startled, conceals it, turns off the tape.

		OLD WOMAN (MARY) (CONT'D)
	May I help you?

		SECOND OLD WOMAN
	I'd like to make an appointment.

		OLD WOMAN (MARY)
	I think the doctor is free this morning.
	He can probably take you right away for
	an initial consultation.

The second old woman smiles gratefully.","In this scene, we see an old woman named Mary sitting in a modern waiting room and taking pills with water. An old man named Howard enters and asks how she is feeling, but Mary responds sarcastically. Howard walks away and Mary pulls out a file and places a small disc into a machine. She listens to the recording on earphones, as the color drains from her face. Another old woman enters and asks to make an appointment, and Mary offers to have her see the doctor immediately."
"INT. OLD MAN'S OFFICE - A FEW MINUTES LATER

Old Howard works at his desk.  Old Mary enters with the
second old woman.

		OLD WOMAN (MARY)
	Dr. Mierzwiak, this is Clementine
	Kruczynski.  She'd like to talk to you.

Old Howard and the old Mary eye each other.

		OLD MAN (HOWARD)
	Hello, Ms. Kruczynski.  Nice to meet you.
	Please have a seat.

He indicates a sitting area.  She sits.  He joins her.

		OLD MAN (HOWARD) (CONT'D)
	Would you mind if I tape our discussion?

She shakes her hear.  He punches a couple of buttons on his
computer console.  A tape recorder starts up and his computer
screen lights up so only he can see it.  On it we see a whole
file on Clementine Kruczynski: a list of fifteen dates of
previous erasures stretching back fifty years, all of them
involving Joel Barish.

		OLD MAN (HOWARD) (CONT'D)
	So, why don't you begin by telling me why
	you've come here.

		SECOND OLD WOMAN (CLEMENTINE)
	Well, I met this man, Joel, three years
	ago at a senior dance...  We'd both been
	alone for so long and...","In this scene, Clementine Kruczynski visits Dr. Mierzwiak's office to talk about her past erasures. Old Howard, the doctor, asks to record their discussion as he pulls up Clementine's file on his computer. On the screen we see that Clementine has had 15 previous erasures, all involving Joel Barish. Dr. Mierzwiak asks Clementine why she’s there, and she begins to talk about how she met Joel at a senior dance three years ago."
"INT. TUBE - NIGHT

The old woman (Mary) travels in the commuter tube over
Manhattan.  It's late, the tube is mostly empty.  She has
earphones on.

		SECOND OLD WOMAN (CLEMENTINE) (V.O.)
	I remember Joel and I were having
	breakfast --","﻿In this scene, an old woman named Mary is traveling through the commuter tube in Manhattan at night. She has earphones on and appears to be lost in thought as she travels alone in a mostly empty tube. Suddenly, her thoughts are interrupted by the voice of another old woman, Clementine, who begins speaking about a memory of having breakfast with someone named Joel. The scene ends with Mary continuing her journey through the tube, seemingly unaware of the presence of others around her."
